passportArea,weight,firstName,middleName,lastName,currentTeamId,birthDate,height,role,birthArea,playerId,foot,shortName,currentNationalTeamId
"{'name': 'Tunisia', 'id': '788', 'alpha3code': 'TUN', 'alpha2code': 'TN'}",75,Ferjani,,Sassi,16054,1992-03-18,177,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Tunisia', 'id': '788', 'alpha3code': 'TUN', 'alpha2code': 'TN'}",120853,right,F. Sassi,16276
"{'name': 'Slovenia', 'id': '705', 'alpha3code': 'SVN', 'alpha2code': 'SI'}",84,Vid,,Belec,3164,1990-06-06,192,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Slovenia', 'id': '705', 'alpha3code': 'SVN', 'alpha2code': 'SI'}",22552,right,V. Belec,12046
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",75,Francesco,,Migliore,3193,1988-04-17,173,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",22559,left,F. Migliore,null
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",78,Pietro,,Pellegri,19830,2001-03-17,188,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",481329,right,P. Pellegri,null
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",68,Nicola,,Sansone,682,1991-09-10,175,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",22578,right,N. Sansone,null
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",74,Fabio,,Depaoli,3165,1997-04-24,182,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",415809,right,F. Depaoli,3763
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",80,Fabio,,Lucioni,3219,1987-09-25,185,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",22614,right,F. Lucioni,null
"{'name': 'Russia', 'id': '643', 'alpha3code': 'RUS', 'alpha2code': 'RU'}",87,Oleg,,Ivanov,13898,1986-08-04,192,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Russia', 'id': '643', 'alpha3code': 'RUS', 'alpha2code': 'RU'}",102083,right,O. Ivanov,null
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",79,Gabriele,,Angella,3163,1989-04-28,189,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",22677,right,G. Angella,null
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",76,Benito Nicolas,,Viola,3219,1989-10-12,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",22695,left,N. Viola,null
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",78,Antonino,,Ragusa,3315,1990-03-27,183,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",22699,right,A. Ragusa,null
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",77,Fabio,,Pisacane,3173,1986-01-28,178,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",22732,right,F. Pisacane,null
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",71,Adama,,Niane,3795,1993-06-16,181,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Mali', 'id': '466', 'alpha3code': 'MLI', 'alpha2code': 'ML'}",219350,right,A. Niane,19001
"{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}",90,Joachim,,Andersen,3164,1996-05-31,190,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}",145787,right,J. Andersen,7719
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",72,V\u00edctor,,S\u00e1nchez Mata,691,1987-09-08,174,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",3797,right,V\u00edctor S\u00e1nchez,null
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",75,Luigi,,Sepe,3187,1991-05-08,185,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",22817,left,L. Sepe,null
"{'name': 'Ukraine', 'id': '804', 'alpha3code': 'UKR', 'alpha2code': 'UA'}",70,Anatoliy,,Tymoshchuk,,1979-03-30,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Ukraine', 'id': '804', 'alpha3code': 'UKR', 'alpha2code': 'UA'}",14729,right,A. Tymoshchuk,null
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",90,Dan-Axel,,Zagadou,2447,1999-06-03,196,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",397028,left,D. Zagadou,null
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",76,Armando,,Izzo,3193,1992-03-02,183,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",22883,right,A. Izzo,null
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",75,Stanley,,Nsoki,3767,1999-04-09,185,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",397030,left,S. Nsoki,null
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",78,Leonardo,,Pavoletti,3173,1988-11-26,188,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",22933,right,L. Pavoletti,null
"{'name': 'Switzerland', 'id': '756', 'alpha3code': 'CHE', 'alpha2code': 'CH'}",80,Anthony,,Racioppi,3766,1998-12-31,186,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Switzerland', 'id': '756', 'alpha3code': 'CHE', 'alpha2code': 'CH'}",397039,right,A. Racioppi,null
"{'name': ""C\\u00f4te d'Ivoire"", 'id': '384', 'alpha3code': 'CIV', 'alpha2code': 'CI'}",76,Franck Yannick,,Kessi\u00e9,3157,1996-12-19,183,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': ""C\\u00f4te d'Ivoire"", 'id': '384', 'alpha3code': 'CIV', 'alpha2code': 'CI'}",285109,right,F. Kessi\u00e9,null
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",84,Ra\u00fal,,Rodr\u00edguez Navas,687,1988-05-11,186,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",3828,right,Ra\u00fal Navas,null
"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",73,Nathan Allan,,de Souza,5653,1996-03-13,177,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",285139,right,Nathan,null
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",79,Gregoire ,,Defrel,3158,1991-06-17,180,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",23149,left,G. Defrel,null
"{'name': 'Finland', 'id': '246', 'alpha3code': 'FIN', 'alpha2code': 'FI'}",80,Luk\u00e1\u0161,,Hr\u00e1deck\u00fd,2462,1989-11-24,190,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Slovakia', 'id': '703', 'alpha3code': 'SVK', 'alpha2code': 'SK'}",55951,right,L. Hradecky,4849
"{'name': 'Guyana', 'id': '328', 'alpha3code': 'GUY', 'alpha2code': 'GY'}",77,Martin,,Braithwaite,1620,1991-06-05,177,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}",55968,right,M. Braithwaite,7712
"{'name': 'Costa Rica', 'id': '188', 'alpha3code': 'CRI', 'alpha2code': 'CR'}",67,Cristian,,Gamboa Luna,8508,1989-10-24,175,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Costa Rica', 'id': '188', 'alpha3code': 'CRI', 'alpha2code': 'CR'}",55977,right,C. Gamboa,16871
"{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}",79,Mathias,,Jattah-Njie J\u00f8rgensen,1673,1990-04-23,191,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}",55979,right,M. J\u00f8rgensen,7712
"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",88,Bruno,,Petkovi\u0107,3194,1994-09-16,192,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",252589,right,B. Petkovi\u0107,null
"{'name': 'Costa Rica', 'id': '188', 'alpha3code': 'CRI', 'alpha2code': 'CR'}",65,Bryan,,Oviedo,1632,1990-02-18,172,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Costa Rica', 'id': '188', 'alpha3code': 'CRI', 'alpha2code': 'CR'}",55982,left,B. Oviedo,16871
"{'name': 'United States', 'id': '840', 'alpha3code': 'USA', 'alpha2code': 'US'}",71,Thomas,,Delaney,2447,1991-09-03,182,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}",55990,left,T. Delaney,7712
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",81,Nolan,,Roux,3777,1988-03-01,182,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25716,right,N. Roux,null
"{'name': 'Albania', 'id': '8', 'alpha3code': 'ALB', 'alpha2code': 'AL'}",68,Riza,,Durmisi,684,1994-01-08,168,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}",56009,left,R. Durmisi,null
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",83,Borja,,Gonz\u00e1lez Tom\u00e1s,683,1992-08-25,186,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",3875,right,Borja Bast\u00f3n,null
"{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}",68,Michael,,Krohn-Dehli,677,1983-06-06,170,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}",56025,right,M. Krohn-Dehli,7712
"{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}",81,Jens Stryger,,Larsen,3163,1991-02-21,180,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}",56026,right,J. Stryger Larsen,7712
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",74,Marcel,,Schmelzer,2447,1988-01-22,180,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",14800,left,M. Schmelzer,null
"{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}",88,Jonas,,L\u00f6ssl,1673,1989-02-01,195,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}",56038,right,J. L\u00f6ssl,7712
"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",90,Ivan,,Vargi\u0107,3162,1987-03-15,192,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",69417,right,I. Vargi\u0107,null
"{'name': 'Nigeria', 'id': '566', 'alpha3code': 'NGA', 'alpha2code': 'NG'}",80,Sadiq,,Umar,18,1997-02-02,192,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Nigeria', 'id': '566', 'alpha3code': 'NGA', 'alpha2code': 'NG'}",350992,right,S. Umar,null
"{'name': ""C\\u00f4te d'Ivoire"", 'id': '384', 'alpha3code': 'CIV', 'alpha2code': 'CI'}",78,Digbo G'nampa Habib,,Ma\u00efga,13905,1996-01-01,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': ""C\\u00f4te d'Ivoire"", 'id': '384', 'alpha3code': 'CIV', 'alpha2code': 'CI'}",285457,right,H. Ma\u00efga,null
"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",66,Diego,,da Silva Farias,3173,1990-05-10,173,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",23314,right,Diego Farias,null
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",76,Gianluigi,,Donnarumma,3157,1999-02-25,198,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",350999,right,G. Donnarumma,3757
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",75,Patrick,,Cutrone,3157,1998-01-03,184,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",351010,right,P. Cutrone,null
"{'name': 'Nigeria', 'id': '566', 'alpha3code': 'NGA', 'alpha2code': 'NG'}",91,Francis Odinaka,,Uzoho,859,1998-10-28,196,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Nigeria', 'id': '566', 'alpha3code': 'NGA', 'alpha2code': 'NG'}",285491,right,F. Uzoho,16823
"{'name': 'Nigeria', 'id': '566', 'alpha3code': 'NGA', 'alpha2code': 'NG'}",90,Isaac ,,Ajayi Success,683,1996-01-07,182,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Nigeria', 'id': '566', 'alpha3code': 'NGA', 'alpha2code': 'NG'}",285509,right,I. Success,null
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",80,Luca,,Rizzo,3172,1992-04-24,185,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",23386,right,L. Rizzo,null
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",82,Andy,,Delort,3780,1991-10-09,182,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25745,right,A. Delort,null
"{'name': 'Senegal', 'id': '686', 'alpha3code': 'SEN', 'alpha2code': 'SN'}",75,Sadio,,Man\u00e9,1612,1992-04-10,175,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Senegal', 'id': '686', 'alpha3code': 'SEN', 'alpha2code': 'SN'}",25747,right,S. Man\u00e9,19314
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",73,Marco Ezio,,Fossati,3194,1992-10-05,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",23427,right,M. Fossati,null
"{'name': 'Morocco', 'id': '504', 'alpha3code': 'MAR', 'alpha2code': 'MA'}",70,Sofyan,,Amrabat,12,1996-08-21,182,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Netherlands', 'id': '528', 'alpha3code': 'NLD', 'alpha2code': 'NL'}",285590,right,S. Amrabat,16216
"{'name': 'Burkina Faso', 'id': '854', 'alpha3code': 'BFA', 'alpha2code': 'BF'}",81,Kouakou Herv\u00e9,,Koffi,3776,1996-10-16,186,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Burkina Faso', 'id': '854', 'alpha3code': 'BFA', 'alpha2code': 'BF'}",408052,right,H. Koffi,null
"{'name': 'Egypt', 'id': '818', 'alpha3code': 'EGY', 'alpha2code': 'EG'}",71,Mahmoud Ibrahim,,Hassan,4551,1994-10-01,179,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Egypt', 'id': '818', 'alpha3code': 'EGY', 'alpha2code': 'EG'}",220112,right,Tr\u00e9z\u00e9guet,16129
"{'name': 'Tanzania', 'id': '834', 'alpha3code': 'TZA', 'alpha2code': 'TZ'}",78,Yussuf,,Yurary Poulsen,2975,1994-06-15,193,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}",56274,right,Y. Poulsen,7712
"{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",69,Marcos Javier,,Acu\u00f1a,9608,1991-10-28,172,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",89073,left,M. Acu\u00f1a,12274
"{'name': 'Belgium', 'id': '56', 'alpha3code': 'BEL', 'alpha2code': 'BE'}",75,Landry Nany,,Dimata,2451,1997-09-01,184,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Congo DR', 'id': '180', 'alpha3code': 'COD', 'alpha2code': 'CD'}",285727,right,L. Dimata,5635
"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",69,Paulo Bruno,,Exequiel Dybala,3159,1993-11-15,177,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",89186,left,P. Dybala,12274
"{'name': 'Iceland', 'id': '352', 'alpha3code': 'ISL', 'alpha2code': 'IS'}",70,Aron,,J\u00f3hannsson,2443,1990-11-10,184,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'United States', 'id': '840', 'alpha3code': 'USA', 'alpha2code': 'US'}",56424,right,A. J\u00f3hannsson,null
"{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}",80,Lukas,,Lerager,3772,1993-07-12,185,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}",56441,right,L. Lerager,7712
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",87,Marco,,Sportiello,3176,1992-05-10,192,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",23705,right,M. Sportiello,null
"{'name': 'Comoros', 'id': '174', 'alpha3code': 'COM', 'alpha2code': 'KM'}",70,Zaydou,,Youssouf,3772,1999-07-11,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",482491,left,Z. Youssouf,null
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",80,Paolo Pancrazio,,Farag\u00f2,3173,1993-02-12,187,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",220359,right,P. Farag\u00f2,null
"{'name': 'Congo DR', 'id': '180', 'alpha3code': 'COD', 'alpha2code': 'CD'}",72,Chadrac,,Akolo,2445,1995-04-01,172,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Congo DR', 'id': '180', 'alpha3code': 'COD', 'alpha2code': 'CD'}",328131,right,C. Akolo,18538
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",0,Ismael,,Aaneba,3779,1999-05-29,0,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",449882,right,I. Aaneba,null
"{'name': 'Sweden', 'id': '752', 'alpha3code': 'SWE', 'alpha2code': 'SE'}",85,Marcus,,Berg,16926,1986-08-17,184,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Sweden', 'id': '752', 'alpha3code': 'SWE', 'alpha2code': 'SE'}",14908,right,M. Berg,7047
"{'name': 'Peru', 'id': '604', 'alpha3code': 'PER', 'alpha2code': 'PE'}",82,Jos\u00e9 Paolo,,Guerrero Gonz\u00e1lez,5644,1984-01-01,185,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Peru', 'id': '604', 'alpha3code': 'PER', 'alpha2code': 'PE'}",14909,right,P. Guerrero,15594
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",74,Benjamin,,Leroy,3804,1989-04-07,184,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",253312,right,B. Leroy,null
"{'name': 'Gambia', 'id': '270', 'alpha3code': 'GMB', 'alpha2code': 'GM'}",79,Bakery,,Jatta,2450,1998-06-06,184,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Gambia', 'id': '270', 'alpha3code': 'GMB', 'alpha2code': 'GM'}",449921,right,B. Jatta,null
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",78,Alexis,,Blin,3780,1996-09-16,184,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",253333,right,A. Blin,null
"{'name': 'Algeria', 'id': '12', 'alpha3code': 'DZA', 'alpha2code': 'DZ'}",74,Mehdi Pascal Marcel,,L\u00e9ris,3165,1998-05-23,185,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",449978,right,M. L\u00e9ris,null
"{'name': 'Algeria', 'id': '12', 'alpha3code': 'DZA', 'alpha2code': 'DZ'}",72,Amine,,Gouiri,3766,2000-02-16,180,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",449985,right,A. Gouiri,4423
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",74,Claud,,Adjapong,3315,1998-05-06,180,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",417231,right,C. Adjapong,3763
"{'name': 'Chile', 'id': '152', 'alpha3code': 'CHL', 'alpha2code': 'CL'}",71,Charles Mariano,,Ar\u00e1nguiz Sandoval,2446,1989-04-17,171,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Chile', 'id': '152', 'alpha3code': 'CHL', 'alpha2code': 'CL'}",89559,left,C. Ar\u00e1nguiz,null
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",74,Francesco,,Zampano,3163,1993-09-30,178,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",24024,right,F. Zampano,null
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",82,Alex,,Meret,3204,1997-03-22,190,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",286215,left,A. Meret,null
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",68,Nicol\u00f2,,Barella,3173,1997-02-07,172,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",286223,right,N. Barella,null
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",77,Gianfilippo,,Felicioli,3194,1997-09-30,180,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",286225,left,G. Felicioli,3764
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",75,Manuel,,Locatelli,3157,1998-01-08,185,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",286226,right,M. Locatelli,3763
